label,img_paths
Romanticism,extracted/Romanticism/dante-gabriel-rossetti_the-day-dream-1880.jpg
Rococo,extracted/Rococo/francois-boucher_portrait-of-the-artist-s-wife-1743.jpg
Ukiyo_e,extracted/Ukiyo_e/utagawa-kuniyoshi_kagehisa-and-yoshitada-wrestling.jpg
Pointillism,extracted/Pointillism/marevna-(marie-vorobieff)_still-life-with-bottle-and-fruit-1938.jpg
Post_Impressionism,extracted/Post_Impressionism/dumitru-ghiatza_cherry-trees-in-blossom.jpg
Romanticism,extracted/Romanticism/lev-lagorio_farmhouse-on-the-island-1895.jpg
Early_Renaissance,extracted/Early_Renaissance/donatello_david-1432.jpg
Post_Impressionism,extracted/Post_Impressionism/maxime-maufra_douarnenez-october-landscape-1896.jpg
Impressionism,extracted/Impressionism/nikolay-bogdanov-belsky_three-boys-in-the-wood.jpg
Pop_Art,extracted/Pop_Art/mario-schifano_untitled-1973-1.jpg
Impressionism,extracted/Impressionism/paul-signac_the-house-of-van-gogh-arles-place-lamartine-1933.jpg
Realism,extracted/Realism/pyotr-konchalovsky_cottages.jpg
Impressionism,extracted/Impressionism/berthe-morisot_griffon-dog-s-head-follette.jpg
Baroque,extracted/Baroque/jan-steen_couple-in-a-bedroom-1670.jpg
Expressionism,extracted/Expressionism/ramon-oviedo_prevencion.jpg
Impressionism,extracted/Impressionism/theophrastos-triantafyllidis_harvesting-1930.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_the-loge-1879.jpg
Early_Renaissance,extracted/Early_Renaissance/domenico-ghirlandaio_renunciation-of-worldly-goods-1485.jpg
Cubism,extracted/Cubism/pablo-picasso_interior-with-easel-1926.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_view-of-arles-from-a-hill-1888.jpg
Expressionism,extracted/Expressionism/jules-pascin_siesta-1913.jpg
Romanticism,extracted/Romanticism/osman-hamdi_girl-with-yellow-ribbon.jpg
Baroque,extracted/Baroque/peter-paul-rubens_allegory-on-emperor-charles-as-ruler-of-vast-realms.jpg
Symbolism,extracted/Symbolism/gustave-moreau_salome-dancing.jpg
Expressionism,extracted/Expressionism/ossip-zadkine_daphne-2.jpg
Baroque,extracted/Baroque/peter-paul-rubens_portrait-of-george-vilie.jpg
Romanticism,extracted/Romanticism/karl-bodmer_the-town-zell-on-the-moselle-river-in-germany-1841.jpg
Minimalism,extracted/Minimalism/alighiero-boetti_cubo-1968.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/koloman-moser_church-am-steinhof-design-for-the-east-side-windows-1905.jpg
Impressionism,extracted/Impressionism/eugene-boudin_berck-jetty-and-sailing-boats-at-low-tide.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_two-women-in-blue-blouses-1919.jpg
Impressionism,extracted/Impressionism/claude-monet_sailing-at-sainte-adresse.jpg
Expressionism,extracted/Expressionism/ernst-ludwig-kirchner_two-heads-looking-at-each-other.jpg
Northern_Renaissance,extracted/Northern_Renaissance/lucas-cranach-the-elder_portrait-of-luther-s-father-1527.jpg
Expressionism,extracted/Expressionism/paul-klee_the-lover-1938(1).jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/marc-chagall_newlyweds-and-violinist-1956.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/marc-chagall_the-tablets-of-law-1962.jpg
Realism,extracted/Realism/constantin-artachino_almond-bargainer.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/boris-kustodiev_from-the-books-of-r-notgaft-bookplate-1912.jpg
Expressionism,extracted/Expressionism/pablo-picasso_young-naked-girl-with-flower-basket-1905.jpg
Symbolism,extracted/Symbolism/odilon-redon_the-green-death.jpg
Post_Impressionism,extracted/Post_Impressionism/edouard-cortes_quay-du-louvre-winter-1.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_still-life-with-strawberries-2.jpg
Synthetic_Cubism,extracted/Synthetic_Cubism/gino-severini_the-accordion-player-1919.jpg
Fauvism,extracted/Fauvism/andre-derain_portrait-of-lucien-gilbert-1906.jpg
Baroque,extracted/Baroque/adriaen-brouwer_smallholders-playing-cards.jpg
Realism,extracted/Realism/james-tissot_jesus-at-bethany-1894.jpg
Minimalism,extracted/Minimalism/doug-ohlson_black-and-white-form-1962.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/niki-de-sainte-phalle_garden-1972.jpg
Rococo,extracted/Rococo/joshua-reynolds_george-clive-and-his-family-with-an-indian-maid.jpg
Early_Renaissance,extracted/Early_Renaissance/domenico-ghirlandaio_giovanna-tornabuoni-and-her-accompaniment.jpg
Realism,extracted/Realism/camille-corot_horse-and-rider-in-a-gorge-1868.jpg
Romanticism,extracted/Romanticism/polychronis-lembesis_still-life.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/henri-de-toulouse-lautrec_the-ballet-papa-chrysanthemem-1892.jpg
Realism,extracted/Realism/john-singer-sargent_study-for-the-archers.jpg
Ukiyo_e,extracted/Ukiyo_e/kitagawa-utamaro_women-making-dresses-2.jpg
Realism,extracted/Realism/ivan-shishkin_forest-1897.jpg
Symbolism,extracted/Symbolism/mstislav-dobuzhinsky_vilno-zamkovaya-street-1906.jpg
Impressionism,extracted/Impressionism/valentin-serov_portrait-of-sergey-muromtsev-1910.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_holy-family-2.jpg
Symbolism,extracted/Symbolism/mikhail-vrubel_tamara-dancing-1891.jpg
Romanticism,extracted/Romanticism/louis-janmot_portrait-de-l-artiste-1832.jpg
Realism,extracted/Realism/george-catlin_mah-to-toh-pe-four-bears-mandan-chief-1833.jpg
Romanticism,extracted/Romanticism/ivan-aivazovsky_surf-1888.jpg
Fauvism,extracted/Fauvism/janos-mattis-teutsch_mattis-teutsch-s-birthplace-1910.jpg
Rococo,extracted/Rococo/joshua-reynolds_catherine-lady-chambers.jpg
Romanticism,extracted/Romanticism/taras-shevchenko_a-house-of-i-p-kotliarevsky-in-poltava-1845.jpg
Romanticism,extracted/Romanticism/eugene-delacroix_cat-head(1).jpg
Contemporary_Realism,extracted/Contemporary_Realism/chuck-close_agnes-1998.jpg
Realism,extracted/Realism/vincent-van-gogh_baskets-of-potatoes-1885(1).jpg
Mannerism_Late_Renaissance,extracted/Mannerism_Late_Renaissance/tintoretto_the-temptation-of-st-anthony.jpg
Pop_Art,extracted/Pop_Art/lourdes-castro_sombra-projectada-de-ren-bertholo-1964.jpg
Post_Impressionism,extracted/Post_Impressionism/david-burliuk_australia-1954.jpg
Romanticism,extracted/Romanticism/gustave-dore_venus-charles-martel.jpg
Symbolism,extracted/Symbolism/gustave-moreau_women-ibis-pink.jpg
Post_Impressionism,extracted/Post_Impressionism/wassily-kandinsky_winter-landscape-1909.jpg
Post_Impressionism,extracted/Post_Impressionism/paul-cezanne_in-the-forest-1899.jpg
Pop_Art,extracted/Pop_Art/hiro-yamagata_summer-museum-1988.jpg
Romanticism,extracted/Romanticism/dante-gabriel-rossetti_study-of-guinevere-for-0sir-lancelot-in-the-queen-s-chamber-1857.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_brahmaputra.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_two-young-women-in-a-landscape.jpg
Post_Impressionism,extracted/Post_Impressionism/nicolae-tonitza_mangalia-beach-1927.jpg
Rococo,extracted/Rococo/thomas-gainsborough_coastal-scene-a-calm-1783.jpg
Realism,extracted/Realism/isaac-levitan_haymaking-1899.jpg
Post_Impressionism,extracted/Post_Impressionism/vanessa-bell_a-garden-scene-1925.jpg
Post_Impressionism,extracted/Post_Impressionism/paul-gauguin_marquesan-landscape-with-horses-1901.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/carl-larsson_los-deberes-1898(1).jpg
Color_Field_Painting,extracted/Color_Field_Painting/ron-gorchov_ulysses-1979.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/raphael-kirchner_fables-1903-3.jpg
Pop_Art,extracted/Pop_Art/walter-battiss_fragments-1976.jpg
Romanticism,extracted/Romanticism/francisco-goya_prison-scene.jpg
Northern_Renaissance,extracted/Northern_Renaissance/hans-baldung_adam-and-eve-1524.jpg
Romanticism,extracted/Romanticism/jan-matejko_skarga-s-sermon-1864.jpg
Northern_Renaissance,extracted/Northern_Renaissance/rogier-van-der-weyden_portrait-of-a-young-woman-1440.jpg
Expressionism,extracted/Expressionism/andre-derain_the-offering-1913.jpg
High_Renaissance,extracted/High_Renaissance/titian_venus-of-urbino-1538.jpg
Baroque,extracted/Baroque/diego-velazquez_portrait-of-francesco-i-d-este-1639.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/jacek-malczewski_country-1903.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/henri-rousseau_landscape-1886.jpg
Mannerism_Late_Renaissance,extracted/Mannerism_Late_Renaissance/el-greco_apostle-st-thomas.jpg
Symbolism,extracted/Symbolism/odilon-redon_on-the-horizon-the-angel-of-certitude-and-in-the-dark-sky-a-questioning-glance-1882.jpg
Post_Impressionism,extracted/Post_Impressionism/paul-cezanne_houses-along-a-road.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/helen-frankenthaler_untitled-1984.jpg
Ukiyo_e,extracted/Ukiyo_e/utagawa-kunisada_the-spectre.jpg
Color_Field_Painting,extracted/Color_Field_Painting/sam-francis_untitled-1974-1.jpg
Impressionism,extracted/Impressionism/nicolae-vermont_self-portrait-with-cap.jpg
Symbolism,extracted/Symbolism/edvard-munch_moon-light-1895.jpg
Cubism,extracted/Cubism/fernand-leger_draft-costume-front-1929-1.jpg
Post_Impressionism,extracted/Post_Impressionism/david-burliuk_marusia-1.jpg
Post_Impressionism,extracted/Post_Impressionism/david-burliuk_still-life-on-the-seashore.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_algiers-the-garden-of-essai-1881.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/william-congdon_istanbul-no-2-1953.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/pablo-picasso_costume-design-for-ballet-tricorne-1917-2.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_bell-mountain-1932.jpg
Expressionism,extracted/Expressionism/m.c.-escher_seated-female-nude-1.jpg
Realism,extracted/Realism/ilya-repin_portrait-of-v-d-ratov-s-m-muratov-1910.jpg
Post_Impressionism,extracted/Post_Impressionism/jack-bush_farm-house-1941.jpg
Expressionism,extracted/Expressionism/paula-modersohn-becker_portrait-of-an-approximately-12-year-old-italian-girl-1906.jpg
Mannerism_Late_Renaissance,extracted/Mannerism_Late_Renaissance/correggio_madonna-della-scala-1523.jpg
Expressionism,extracted/Expressionism/pablo-picasso_self-portrait-1906-3.jpg
Expressionism,extracted/Expressionism/henri-matisse_manila-shawl-1911.jpg
Minimalism,extracted/Minimalism/fred-sandback_untitled-1969.jpg
Color_Field_Painting,extracted/Color_Field_Painting/mark-rothko_no-1-royal-red-and-blue-1954.jpg
Symbolism,extracted/Symbolism/odilon-redon_small-bust-of-a-young-girl.jpg
Post_Impressionism,extracted/Post_Impressionism/pyotr-konchalovsky_abramtsevo-oaks-1920.jpg
Realism,extracted/Realism/vincent-van-gogh_peasant-woman-sowing-with-a-basket-1881.jpg
Cubism,extracted/Cubism/jacques-villon_fum-e-et-arbres-en-fleurs.jpg
Romanticism,extracted/Romanticism/pierre-paul-prudhon_dominique-vivant-denon.jpg
Baroque,extracted/Baroque/bernardo-strozzi_st-christopher-st-sebastian-st-roch.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/eugâÐ³â¬Ð¸ne-grasset_the-june-century-napoleon-in-egypt-1895.jpg
Impressionism,extracted/Impressionism/alfred-sisley_seine-at-bougival-1873.jpg
Expressionism,extracted/Expressionism/marc-chagall_the-old-jew-1912.jpg
Rococo,extracted/Rococo/benjamin-west_the-ambassador-from-tunis-with-his-attendants-as-he-appeared-in-england-in-1781-1781.jpg
Realism,extracted/Realism/vincent-van-gogh_woman-peeling-potatoes-1885.jpg
Ukiyo_e,extracted/Ukiyo_e/tsukioka-yoshitoshi_not_detected_242423.jpg
Romanticism,extracted/Romanticism/theodore-gericault_horse-attacked-by-a-lion.jpg
Rococo,extracted/Rococo/antoine-pesne_frederick-ii-of-prussia-1757.jpg
Symbolism,extracted/Symbolism/franz-stuck_spring-1909.jpg
Symbolism,extracted/Symbolism/nicholas-roerich_sharugen-monastery-1932.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_wheat-field-with-cypresses-1889.jpg
Post_Impressionism,extracted/Post_Impressionism/paul-cezanne_bathers-1880.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/niko-pirosmani_shamil-with-a-bodyguard.jpg
Romanticism,extracted/Romanticism/gustave-dore_saladin.jpg
Minimalism,extracted/Minimalism/rodolfo-arico_untitled-4.jpg
Romanticism,extracted/Romanticism/william-turner_chichester-canal.jpg
Expressionism,extracted/Expressionism/george-mavroides_effie-1959.jpg
Post_Impressionism,extracted/Post_Impressionism/maurice-prendergast_in-the-park-also-known-as-the-promenade.jpg
Post_Impressionism,extracted/Post_Impressionism/maxime-maufra_the-bay-of-douarnenez.jpg
Expressionism,extracted/Expressionism/ernst-ludwig-kirchner_female-nudes-in-a-atelier.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/henri-rousseau_footbridge-at-passy-1895.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/marc-chagall_chapel-du-saillant-1979.jpg
Impressionism,extracted/Impressionism/william-merritt-chase_shinnecock-hills-04.jpg
Rococo,extracted/Rococo/giovanni-battista-tiepolo_meeting-of-marc-anthony-and-cleopatra-1749.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_the-knight-death-and-the-devil-1513.jpg
Realism,extracted/Realism/mykola-pymonenko_idyll-1908(3).jpg
Impressionism,extracted/Impressionism/alfred-sisley_the-hill-path-ville-d-avray-1879.jpg
Impressionism,extracted/Impressionism/henri-de-toulouse-lautrec_cuirassier-1881.jpg
Romanticism,extracted/Romanticism/sir-lawrence-alma-tadema_sunshine.jpg
Post_Impressionism,extracted/Post_Impressionism/maurice-prendergast_may-day-central-park-also-known-as-central-park-or-children-in-the-park.jpg
Fauvism,extracted/Fauvism/joan-miro_prades-the-village.jpg
Baroque,extracted/Baroque/pietro-da-cortona_the-golden-age.jpg
Impressionism,extracted/Impressionism/nikolay-bogdanov-belsky_nice-landscape-with-ox-and-farmer.jpg
Realism,extracted/Realism/konstantin-makovsky_illumination-of-moscow-on-the-occasion-of-the-coronation-in-1883.jpg
Impressionism,extracted/Impressionism/edgar-degas_dancer-in-green-tutu.jpg
Baroque,extracted/Baroque/adriaen-van-ostade_a-baker.jpg
Impressionism,extracted/Impressionism/claude-monet_landscape-on-the-ile-saint-martin.jpg
Expressionism,extracted/Expressionism/oskar-kokoschka_not_detected_235834.jpg
Symbolism,extracted/Symbolism/kuzma-petrov-vodkin_boy-uzbek-1921.jpg
Cubism,extracted/Cubism/pyotr-konchalovsky_factory-in-nara-1918.jpg
Symbolism,extracted/Symbolism/gustave-moreau_diomedes-being-eaten-by-his-horses-1865.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_peach-trees-in-blossom-1888.jpg
Impressionism,extracted/Impressionism/julian-alden-weir_at-the-piano.jpg
Romanticism,extracted/Romanticism/karl-bryullov_portrait-of-alexander-bruloff(1).jpg
Symbolism,extracted/Symbolism/nicholas-roerich_warrior-of-light-1933.jpg
Baroque,extracted/Baroque/anthony-van-dyck_lady-borlase-1638.jpg
Realism,extracted/Realism/giovanni-boldini_lady-with-flowers.jpg
Analytical_Cubism,extracted/Analytical_Cubism/georges-braque_woman-reading-1911.jpg
Impressionism,extracted/Impressionism/t.-c.-steele_winter-afternoon-old-munich-1883.jpg
Post_Impressionism,extracted/Post_Impressionism/charles-cottet_procession-1913.jpg
Impressionism,extracted/Impressionism/andre-dunoyer-de-segonzac_la-bouteille-de-vin-blanc.jpg
Impressionism,extracted/Impressionism/claude-monet_sunlight-effect-under-the-poplars.jpg
Rococo,extracted/Rococo/antoine-pesne_isabel-cristina-de-brunswick-wolfenb-ttel.jpg
Symbolism,extracted/Symbolism/salvador-dali_canita-tuba-in-sion-joel-2-1-1967.jpg
Baroque,extracted/Baroque/jacob-jordaens_meleager-and-atalanta-1624.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_village-street-sketch-1890.jpg
Cubism,extracted/Cubism/juan-gris_guitar-and-music-paper-1927.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/marc-chagall_the-model-1910.jpg
Impressionism,extracted/Impressionism/paul-cezanne_road-1876.jpg
Expressionism,extracted/Expressionism/marcel-duchamp_selected-details-after-ingres-ii-1968.jpg
Pop_Art,extracted/Pop_Art/marjorie-strider_in-the-swim.jpg
Romanticism,extracted/Romanticism/john-everett-millais_pizarro-seizing-the-inca-of-peru.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_tiled-roof-with-chimneys-and-church-tower-1888.jpg
Romanticism,extracted/Romanticism/karl-bryullov_mountain-hunters(1).jpg
Pointillism,extracted/Pointillism/henri-edmond-cross_landscape-the-little-maresque-mountains-1898.jpg
Color_Field_Painting,extracted/Color_Field_Painting/larry-zox_yours-and-mine-1993.jpg
Northern_Renaissance,extracted/Northern_Renaissance/jean-fouquet_virgin-and-child-enthroned.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/sergey-solomko_for-you-brave-soldier.jpg
Symbolism,extracted/Symbolism/odilon-redon_aged-angel.jpg
Baroque,extracted/Baroque/jan-steen_sick-woman.jpg
Impressionism,extracted/Impressionism/alfred-sisley_the-plain-of-veneux-view-of-sablons-1884.jpg
Realism,extracted/Realism/camille-corot_chartres-cathedral-1830.jpg
Symbolism,extracted/Symbolism/james-tissot_moses-slays-an-egyptian.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_seated-little-girl-with-a-blue-background.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/jean-paul-riopelle_pavane-1954.jpg
Baroque,extracted/Baroque/adriaen-van-de-venne_portrait-of-frederick-hendrick-prince-of-orange-nassau.jpg
Pop_Art,extracted/Pop_Art/claes-oldenburg_geometric-mouse-scale-a-1975.jpg
Impressionism,extracted/Impressionism/camille-pissarro_street-winter-sunlight-and-snow.jpg
Expressionism,extracted/Expressionism/paula-modersohn-becker_portrait-of-a-peasant-woman-with-hood-1903.jpg
Romanticism,extracted/Romanticism/john-everett-millais_the-blind-girl-1856.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_christ-on-the-mount-olive.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/joan-miro_fascinating-personage.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/niko-pirosmani_girl-with-ball.jpg
Impressionism,extracted/Impressionism/camille-pissarro_seated-peasant-woman-crunching-an-apple.jpg
Romanticism,extracted/Romanticism/francisco-goya_goya-attended-by-doctor-arrieta-1820.jpg
Realism,extracted/Realism/klavdy-lebedev_dancing.jpg
Realism,extracted/Realism/gustave-courbet_greyhounds-of-comte-de-choiseul-1866.jpg
Expressionism,extracted/Expressionism/m.c.-escher_nocturnal-rome-2.jpg
Rococo,extracted/Rococo/joseph-wright_captain-robert-shore-milnes.jpg
Impressionism,extracted/Impressionism/henri-martin_the-salute-in-venice.jpg
Post_Impressionism,extracted/Post_Impressionism/pyotr-konchalovsky_still-life-candlestick-and-pear-1946.jpg
Pop_Art,extracted/Pop_Art/antonio-palolo_jardim-das-del-cias-1970.jpg
Post_Impressionism,extracted/Post_Impressionism/paul-cezanne_bather-entering-the-water-1885.jpg
Expressionism,extracted/Expressionism/m.c.-escher_not_detected_204723.jpg
Minimalism,extracted/Minimalism/ruth-vollmer_sunflower-head-series-1973.jpg
Impressionism,extracted/Impressionism/childe-hassam_carriage-rue-bonaparte.jpg
Romanticism,extracted/Romanticism/george-stubbs_hay-makers.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_portrait-of-the-blessed-arnold-of-town.jpg
Expressionism,extracted/Expressionism/martiros-saryan_still-life-with-bust-1963.jpg
Impressionism,extracted/Impressionism/claude-monet_agapanthus-flowers-1917(1).jpg
Pop_Art,extracted/Pop_Art/claudio-tozzi_cor-pigmento-luz.jpg
Post_Impressionism,extracted/Post_Impressionism/franz-marc_grazing-horses-1910.jpg
High_Renaissance,extracted/High_Renaissance/pietro-perugino_the-vision-of-st-bernard.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_roses-in-a-blue-vase.jpg
Impressionism,extracted/Impressionism/eugene-boudin_seehafen-1870.jpg
Realism,extracted/Realism/pyotr-konchalovsky_still-life-delphinium-1937.jpg
Rococo,extracted/Rococo/george-morland_roadside-inn-1790.jpg
Post_Impressionism,extracted/Post_Impressionism/ferdinand-hodler_the-nut-tree.jpg
Cubism,extracted/Cubism/jury-annenkov_monk-christopher-with-christ-near-the-river-1917.jpg
Romanticism,extracted/Romanticism/william-turner_shipwreck-off-hastings.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/marc-chagall_prosecutor-s-death.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_portrait-of-henri-lerolle.jpg
Pop_Art,extracted/Pop_Art/howard-finster_coca-cola-airplane-1995.jpg
Early_Renaissance,extracted/Early_Renaissance/sandro-botticelli_portrait-of-a-young-woman-1(1).jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_mademoiselle-georgette-charpentier.jpg
Expressionism,extracted/Expressionism/lucian-freud_new-yorker.jpg
Mannerism_Late_Renaissance,extracted/Mannerism_Late_Renaissance/giuseppe-arcimboldo_winter-1573(1).jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/grandma-moses_halloween-1955.jpg
Impressionism,extracted/Impressionism/john-singer-sargent_palmettos-florida-1917.jpg
Cubism,extracted/Cubism/theo-van-doesburg_composition-the-cow-5.jpg
Realism,extracted/Realism/vasily-surikov_study-of-khakasy.jpg
Mannerism_Late_Renaissance,extracted/Mannerism_Late_Renaissance/paolo-veronese_conversion-of-st-pantaleon-1588.jpg
Post_Impressionism,extracted/Post_Impressionism/nikola-tanev_-1943.jpg
Baroque,extracted/Baroque/gian-lorenzo-bernini_st-bibiana-1626(1).jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_margot-berard-1879.jpg
Baroque,extracted/Baroque/adriaen-van-de-velde_golfers-on-the-ice-near-haarlem-1668.jpg
Baroque,extracted/Baroque/adriaen-van-de-venne_the-port-of-middelburg.jpg
Minimalism,extracted/Minimalism/sol-lewitt_a-square-with-colors-superimposed-within-a-border-1991.jpg
Expressionism,extracted/Expressionism/martiros-saryan_jewish-ladies-in-persia-1913.jpg
Impressionism,extracted/Impressionism/cornelis-vreedenburgh_view-on-the-ijssel-near-hattem.jpg
Color_Field_Painting,extracted/Color_Field_Painting/doug-ohlson_mag-1986.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/gotthard-graubner_untitled-1983.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/ad-reinhardt_number-43-abstract-painting-yellow-1947.jpg
Rococo,extracted/Rococo/jean-honore-fragonard_inspiration-1769.jpg
Romanticism,extracted/Romanticism/francisco-goya_two-dancing-old-friends.jpg
Post_Impressionism,extracted/Post_Impressionism/pyotr-konchalovsky_pines-1913.jpg
Symbolism,extracted/Symbolism/ferdinand-hodler_the-dying-valentine-gode-darel.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_head-of-an-angel-after-rembrandt-1889.jpg
Symbolism,extracted/Symbolism/william-blake_the-body-of-abel-found-by-adam-eve.jpg
Art_Nouveau_Modern,extracted/Art_Nouveau_Modern/boris-kustodiev_bathing-1921-1.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_reclining-nude-gabrielle-1903.jpg
Romanticism,extracted/Romanticism/konstantin-makovsky_portrait-of-v-bahrushina.jpg
Realism,extracted/Realism/boris-kustodiev_portrait-of-a-a-polovtsev-1903.jpg
Impressionism,extracted/Impressionism/edgar-degas_dancer-with-raised-arms-1891.jpg
Impressionism,extracted/Impressionism/peder-severin-kroyer_marie-kr-yer-painting-on-the-beach-at-stenbjerg-1889.jpg
Cubism,extracted/Cubism/gino-severini_window-with-doves.jpg
Post_Impressionism,extracted/Post_Impressionism/vincent-van-gogh_vincent-s-house-in-arles-the-yellow-house-1888.jpg
Impressionism,extracted/Impressionism/eugene-boudin_bordeaux-the-port.jpg
Minimalism,extracted/Minimalism/jean-degottex_breve-1985.jpg
Expressionism,extracted/Expressionism/salvador-dali_two-gypsy-lads-1921.jpg
Romanticism,extracted/Romanticism/sir-lawrence-alma-tadema_a-roman-art-lover-1870.jpg
Naive_Art_Primitivism,extracted/Naive_Art_Primitivism/fernand-leger_the-two-sailors-1951.jpg
Fauvism,extracted/Fauvism/charles-lapicque_le-coup-de-foudre.jpg
Post_Impressionism,extracted/Post_Impressionism/edouard-cortes_place-de-la-madeleine-2.jpg
Realism,extracted/Realism/camille-pissarro_banks-of-a-river-with-barge.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/joan-mitchell_little-trip-1969.jpg
Northern_Renaissance,extracted/Northern_Renaissance/jean-fouquet_taken-in-tours-in-1189-1460.jpg
Impressionism,extracted/Impressionism/andre-dunoyer-de-segonzac_nature-morte.jpg
Post_Impressionism,extracted/Post_Impressionism/pierre-bonnard_fruit-basket.jpg
Romanticism,extracted/Romanticism/william-turner_windsor-castle-from-the-thames.jpg
Romanticism,extracted/Romanticism/eugene-delacroix_faust-goethe-s-tragedy-1828(1).jpg
Impressionism,extracted/Impressionism/giovanni-boldini_trees-in-the-bois-de-boulogne.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_portrait-of-an-old-woman-madame-le-coeur-1878.jpg
Romanticism,extracted/Romanticism/alexey-bogolyubov_smolny-as-seen-from-bolshaya-okhta-1852.jpg
Impressionism,extracted/Impressionism/konstantin-korovin_terrace-1915.jpg
Early_Renaissance,extracted/Early_Renaissance/sandro-botticelli_madonna-and-child-with-six-saints(1).jpg
Romanticism,extracted/Romanticism/adolphe-joseph-thomas-monticelli_gallant-party.jpg
Impressionism,extracted/Impressionism/paul-gauguin_tree-in-the-farm-yard-1874-1.jpg
Mannerism_Late_Renaissance,extracted/Mannerism_Late_Renaissance/cristovao-de-figueiredo_exalta-o-da-santa-cruz-1530.jpg
Impressionism,extracted/Impressionism/william-merritt-chase_the-park-02.jpg
Romanticism,extracted/Romanticism/jean-leon-gerome_the-day-of-judgement.jpg
High_Renaissance,extracted/High_Renaissance/pietro-perugino_the-almighty-with-prophets-and-sybils-detail-2.jpg
Northern_Renaissance,extracted/Northern_Renaissance/albrecht-durer_study-of-a-body-of-christ.jpg
Symbolism,extracted/Symbolism/arnold-bâÐ³â¬â¢cklin_prometheus-1883.jpg
Synthetic_Cubism,extracted/Synthetic_Cubism/pablo-picasso_still-life-with-guitar-1914.jpg
Expressionism,extracted/Expressionism/amedeo-modigliani_portrait-of-marevna-1919.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/peter-busa_embullient-chord.jpg
Impressionism,extracted/Impressionism/pierre-auguste-renoir_essoyes-landscape.jpg
Abstract_Expressionism,extracted/Abstract_Expressionism/vasile-dobrian_the-fingers-were-running-wild-on-the-rib-piano-from-the-archways-series.jpg
Northern_Renaissance,extracted/Northern_Renaissance/lucas-cranach-the-elder_the-nymph-of-the-spring.jpg
Expressionism,extracted/Expressionism/henri-matisse_marguerite-1907.jpg
Impressionism,extracted/Impressionism/henry-herbert-la-thangue_selling-chickens-in-liguria-1906.jpg
